user_id,month,plan,monthly_price,payment_status,amount_paid,is_active
27,10,Basic,9.99,paid,9.99,True
27,11,Basic,9.99,paid,9.99,True
27,12,Basic,9.99,paid,9.99,True
28,1,Basic,9.99,paid,9.99,True
28,2,Basic,9.99,paid,9.99,True
28,3,Basic,9.99,paid,9.99,True
28,4,Basic,9.99,failed,0.0,True
28,5,Basic,9.99,churned,0.0,False
28,6,Basic,9.99,churned,0.0,False
28,7,Basic,9.99,churned,0.0,False
28,8,Basic,9.99,churned,0.0,False
28,9,Basic,9.99,churned,0.0,False
28,10,Basic,9.99,churned,0.0,False
28,11,Basic,9.99,churned,0.0,False
28,12,Basic,9.99,churned,0.0,False
29,1,Pro,19.99,paid,19.99,True
29,2,Pro,19.99,paid,19.99,True
29,3,Pro,19.99,paid,19.99,True
29,4,Pro,19.99,paid,19.99,True
29,5,Pro,19.99,paid,19.99,True
29,6,Pro,19.99,paid,19.99,True
29,7,Pro,19.99,paid,19.99,True
29,8,Pro,19.99,paid,19.99,True
29,9,Pro,19.99,paid,19.99,True
29,10,Pro,19.99,paid,19.99,True
29,11,Pro,19.99,paid,19.99,True
29,12,Pro,19.99,paid,19.99,True
30,1,Pro,19.99,paid,19.99,True
30,2,Pro,19.99,churned,0.0,False
30,3,Pro,19.99,churned,0.0,False
30,4,Pro,19.99,churned,0.0,False
30,5,Pro,19.99,churned,0.0,False
30,6,Pro,19.99,churned,0.0,False
30,7,Pro,19.99,churned,0.0,False
30,8,Pro,19.99,churned,0.0,False
30,9,Pro,19.99,churned,0.0,False
30,10,Pro,19.99,churned,0.0,False
30,11,Pro,19.99,churned,0.0,False
30,12,Pro,19.99,churned,0.0,False
31,1,Premium,39.99,paid,39.99,True
31,2,Premium,39.99,paid,39.99,True
31,3,Premium,39.99,paid,39.99,True
31,4,Premium,39.99,churned,0.0,False
31,5,Premium,39.99,churned,0.0,False
31,6,Premium,39.99,churned,0.0,False
31,7,Premium,39.99,churned,0.0,False
31,8,Premium,39.99,churned,0.0,False
31,9,Premium,39.99,churned,0.0,False
31,10,Premium,39.99,churned,0.0,False
31,11,Premium,39.99,churned,0.0,False
31,12,Premium,39.99,churned,0.0,False
32,1,Basic,9.99,paid,9.99,True
32,2,Basic,9.99,paid,9.99,True
32,3,Basic,9.99,paid,9.99,True
32,4,Basic,9.99,paid,9.99,True
32,5,Basic,9.99,paid,9.99,True
32,6,Basic,9.99,paid,9.99,True
32,7,Basic,9.99,paid,9.99,True
32,8,Basic,9.99,paid,9.99,True
32,9,Basic,9.99,paid,9.99,True
32,10,Basic,9.99,paid,9.99,True
32,11,Basic,9.99,paid,9.99,True
32,12,Basic,9.99,paid,9.99,True
33,1,Basic,9.99,paid,9.99,True
33,2,Basic,9.99,paid,9.99,True
33,3,Basic,9.99,paid,9.99,True
33,4,Basic,9.99,paid,9.99,True
33,5,Basic,9.99,paid,9.99,True
33,6,Basic,9.99,paid,9.99,True
33,7,Basic,9.99,paid,9.99,True
33,8,Basic,9.99,failed,0.0,True
33,9,Basic,9.99,paid,9.99,True
33,10,Basic,9.99,paid,9.99,True
33,11,Basic,9.99,paid,9.99,True
33,12,Basic,9.99,paid,9.99,True
34,1,Basic,9.99,paid,9.99,True
34,2,Basic,9.99,churned,0.0,False
34,3,Basic,9.99,churned,0.0,False
34,4,Basic,9.99,churned,0.0,False
34,5,Basic,9.99,churned,0.0,False
34,6,Basic,9.99,churned,0.0,False
34,7,Basic,9.99,churned,0.0,False
34,8,Basic,9.99,churned,0.0,False
34,9,Basic,9.99,churned,0.0,False
34,10,Basic,9.99,churned,0.0,False
34,11,Basic,9.99,churned,0.0,False
34,12,Basic,9.99,churned,0.0,False
35,1,Basic,9.99,paid,9.99,True
35,2,Basic,9.99,paid,9.99,True
35,3,Basic,9.99,churned,0.0,False
35,4,Basic,9.99,churned,0.0,False
35,5,Basic,9.99,churned,0.0,False
35,6,Basic,9.99,churned,0.0,False
35,7,Basic,9.99,churned,0.0,False
35,8,Basic,9.99,churned,0.0,False
35,9,Basic,9.99,churned,0.0,False
35,10,Basic,9.99,churned,0.0,False
35,11,Basic,9.99,churned,0.0,False
35,12,Basic,9.99,churned,0.0,False
36,1,Basic,9.99,paid,9.99,True
36,2,Basic,9.99,paid,9.99,True
36,3,Basic,9.99,paid,9.99,True
36,4,Basic,9.99,paid,9.99,True
36,5,Basic,9.99,paid,9.99,True
36,6,Basic,9.99,paid,9.99,True
36,7,Basic,9.99,paid,9.99,True
36,8,Basic,9.99,paid,9.99,True
36,9,Basic,9.99,paid,9.99,True
36,10,Basic,9.99,paid,9.99,True
36,11,Basic,9.99,paid,9.99,True
36,12,Basic,9.99,paid,9.99,True
37,1,Basic,9.99,paid,9.99,True
37,2,Basic,9.99,paid,9.99,True
37,3,Basic,9.99,churned,0.0,False
37,4,Basic,9.99,churned,0.0,False
37,5,Basic,9.99,churned,0.0,False
37,6,Basic,9.99,churned,0.0,False
37,7,Basic,9.99,churned,0.0,False
37,8,Basic,9.99,churned,0.0,False
37,9,Basic,9.99,churned,0.0,False
37,10,Basic,9.99,churned,0.0,False
37,11,Basic,9.99,churned,0.0,False
37,12,Basic,9.99,churned,0.0,False
38,1,Basic,9.99,paid,9.99,True
38,2,Basic,9.99,churned,0.0,False
38,3,Basic,9.99,churned,0.0,False
38,4,Basic,9.99,churned,0.0,False
38,5,Basic,9.99,churned,0.0,False
38,6,Basic,9.99,churned,0.0,False
38,7,Basic,9.99,churned,0.0,False
38,8,Basic,9.99,churned,0.0,False
38,9,Basic,9.99,churned,0.0,False
38,10,Basic,9.99,churned,0.0,False
38,11,Basic,9.99,churned,0.0,False
38,12,Basic,9.99,churned,0.0,False
39,1,Pro,19.99,paid,19.99,True
39,2,Pro,19.99,paid,19.99,True
39,3,Pro,19.99,paid,19.99,True
39,4,Pro,19.99,paid,19.99,True
39,5,Pro,19.99,paid,19.99,True
39,6,Pro,19.99,paid,19.99,True
39,7,Pro,19.99,paid,19.99,True
39,8,Pro,19.99,churned,0.0,False
39,9,Pro,19.99,churned,0.0,False
39,10,Pro,19.99,churned,0.0,False
39,11,Pro,19.99,churned,0.0,False
39,12,Pro,19.99,churned,0.0,False
40,1,Basic,9.99,paid,9.99,True
40,2,Basic,9.99,paid,9.99,True
40,3,Basic,9.99,paid,9.99,True
40,4,Basic,9.99,paid,9.99,True
40,5,Basic,9.99,paid,9.99,True
40,6,Basic,9.99,paid,9.99,True
40,7,Basic,9.99,paid,9.99,True
40,8,Basic,9.99,failed,0.0,True
40,9,Basic,9.99,churned,0.0,False
40,10,Basic,9.99,churned,0.0,False
40,11,Basic,9.99,churned,0.0,False
40,12,Basic,9.99,churned,0.0,False
41,1,Pro,19.99,paid,19.99,True
41,2,Pro,19.99,paid,19.99,True
41,3,Pro,19.99,paid,19.99,True
41,4,Pro,19.99,paid,19.99,True
41,5,Pro,19.99,paid,19.99,True
41,6,Pro,19.99,paid,19.99,True
41,7,Pro,19.99,churned,0.0,False
41,8,Pro,19.99,churned,0.0,False
41,9,Pro,19.99,churned,0.0,False
41,10,Pro,19.99,churned,0.0,False
41,11,Pro,19.99,churned,0.0,False
41,12,Pro,19.99,churned,0.0,False
42,1,Pro,19.99,paid,19.99,True
42,2,Pro,19.99,paid,19.99,True
42,3,Pro,19.99,paid,19.99,True
42,4,Pro,19.99,paid,19.99,True
42,5,Pro,19.99,paid,19.99,True
42,6,Pro,19.99,paid,19.99,True
42,7,Pro,19.99,paid,19.99,True
42,8,Pro,19.99,paid,19.99,True
42,9,Pro,19.99,paid,19.99,True
42,10,Pro,19.99,paid,19.99,True
42,11,Pro,19.99,churned,0.0,False
42,12,Pro,19.99,churned,0.0,False
43,1,Basic,9.99,paid,9.99,True
43,2,Basic,9.99,paid,9.99,True
43,3,Basic,9.99,paid,9.99,True
43,4,Basic,9.99,churned,0.0,False
43,5,Basic,9.99,churned,0.0,False
43,6,Basic,9.99,churned,0.0,False
43,7,Basic,9.99,churned,0.0,False
43,8,Basic,9.99,churned,0.0,False
43,9,Basic,9.99,churned,0.0,False
43,10,Basic,9.99,churned,0.0,False
43,11,Basic,9.99,churned,0.0,False
43,12,Basic,9.99,churned,0.0,False
44,1,Pro,19.99,paid,19.99,True
44,2,Pro,19.99,paid,19.99,True
44,3,Pro,19.99,paid,19.99,True
44,4,Pro,19.99,paid,19.99,True
44,5,Pro,19.99,paid,19.99,True
44,6,Pro,19.99,paid,19.99,True
44,7,Pro,19.99,paid,19.99,True
44,8,Pro,19.99,paid,19.99,True
44,9,Pro,19.99,paid,19.99,True
44,10,Pro,19.99,paid,19.99,True
44,11,Pro,19.99,paid,19.99,True
44,12,Pro,19.99,paid,19.99,True
45,1,Pro,19.99,paid,19.99,True
45,2,Pro,19.99,paid,19.99,True
45,3,Pro,19.99,paid,19.99,True
45,4,Pro,19.99,paid,19.99,True
45,5,Pro,19.99,paid,19.99,True
45,6,Pro,19.99,paid,19.99,True
45,7,Pro,19.99,paid,19.99,True
45,8,Pro,19.99,paid,19.99,True
45,9,Pro,19.99,paid,19.99,True
45,10,Pro,19.99,paid,19.99,True
45,11,Pro,19.99,paid,19.99,True
45,12,Pro,19.99,paid,19.99,True
46,1,Basic,9.99,paid,9.99,True
46,2,Basic,9.99,paid,9.99,True
46,3,Basic,9.99,paid,9.99,True
46,4,Basic,9.99,paid,9.99,True
46,5,Basic,9.99,paid,9.99,True
46,6,Basic,9.99,paid,9.99,True
46,7,Basic,9.99,paid,9.99,True
46,8,Basic,9.99,paid,9.99,True
46,9,Basic,9.99,paid,9.99,True
46,10,Basic,9.99,paid,9.99,True
46,11,Basic,9.99,churned,0.0,False
46,12,Basic,9.99,churned,0.0,False
47,1,Basic,9.99,paid,9.99,True
47,2,Basic,9.99,paid,9.99,True
47,3,Basic,9.99,paid,9.99,True
47,4,Basic,9.99,paid,9.99,True
47,5,Basic,9.99,paid,9.99,True
47,6,Basic,9.99,paid,9.99,True
47,7,Basic,9.99,paid,9.99,True
47,8,Basic,9.99,paid,9.99,True
47,9,Basic,9.99,paid,9.99,True
47,10,Basic,9.99,paid,9.99,True
47,11,Basic,9.99,paid,9.99,True
47,12,Basic,9.99,paid,9.99,True
48,1,Pro,19.99,paid,19.99,True
48,2,Pro,19.99,paid,19.99,True
48,3,Pro,19.99,paid,19.99,True
48,4,Pro,19.99,paid,19.99,True
48,5,Pro,19.99,paid,19.99,True
48,6,Pro,19.99,paid,19.99,True
48,7,Pro,19.99,paid,19.99,True
48,8,Pro,19.99,failed,0.0,True
48,9,Pro,19.99,paid,19.99,True
48,10,Pro,19.99,paid,19.99,True
48,11,Pro,19.99,paid,19.99,True
48,12,Pro,19.99,paid,19.99,True
49,1,Basic,9.99,paid,9.99,True
49,2,Basic,9.99,churned,0.0,False
49,3,Basic,9.99,churned,0.0,False
49,4,Basic,9.99,churned,0.0,False
49,5,Basic,9.99,churned,0.0,False
49,6,Basic,9.99,churned,0.0,False
49,7,Basic,9.99,churned,0.0,False
49,8,Basic,9.99,churned,0.0,False
49,9,Basic,9.99,churned,0.0,False
49,10,Basic,9.99,churned,0.0,False
49,11,Basic,9.99,churned,0.0,False
49,12,Basic,9.99,churned,0.0,False
50,1,Basic,9.99,paid,9.99,True
50,2,Basic,9.99,paid,9.99,True
50,3,Basic,9.99,paid,9.99,True
50,4,Basic,9.99,paid,9.99,True
50,5,Basic,9.99,paid,9.99,True
50,6,Basic,9.99,paid,9.99,True
50,7,Basic,9.99,paid,9.99,True
50,8,Basic,9.99,paid,9.99,True
50,9,Basic,9.99,paid,9.99,True
50,10,Basic,9.99,paid,9.99,True
50,11,Basic,9.99,paid,9.99,True
50,12,Basic,9.99,paid,9.99,True
51,1,Basic,9.99,paid,9.99,True
51,2,Basic,9.99,paid,9.99,True
51,3,Basic,9.99,paid,9.99,True
51,4,Basic,9.99,paid,9.99,True
51,5,Basic,9.99,paid,9.99,True
51,6,Basic,9.99,paid,9.99,True
51,7,Basic,9.99,paid,9.99,True
51,8,Basic,9.99,paid,9.99,True
51,9,Basic,9.99,paid,9.99,True
51,10,Basic,9.99,paid,9.99,True
51,11,Basic,9.99,churned,0.0,False
51,12,Basic,9.99,churned,0.0,False
52,1,Pro,19.99,paid,19.99,True
52,2,Pro,19.99,paid,19.99,True
52,3,Pro,19.99,paid,19.99,True
52,4,Pro,19.99,paid,19.99,True
52,5,Pro,19.99,failed,0.0,True
52,6,Pro,19.99,paid,19.99,True
52,7,Pro,19.99,paid,19.99,True
52,8,Pro,19.99,failed,0.0,True
52,9,Pro,19.99,paid,19.99,True
52,10,Pro,19.99,churned,0.0,False
52,11,Pro,19.99,churned,0.0,False
52,12,Pro,19.99,churned,0.0,False
53,1,Pro,19.99,paid,19.99,True
53,2,Pro,19.99,paid,19.99,True
53,3,Pro,19.99,paid,19.99,True
53,4,Pro,19.99,paid,19.99,True
53,5,Pro,19.99,paid,19.99,True
53,6,Pro,19.99,paid,19.99,True
53,7,Pro,19.99,paid,19.99,True
53,8,Pro,19.99,churned,0.0,False
53,9,Pro,19.99,churned,0.0,False
53,10,Pro,19.99,churned,0.0,False
53,11,Pro,19.99,churned,0.0,False
53,12,Pro,19.99,churned,0.0,False
54,1,Pro,19.99,paid,19.99,True
54,2,Pro,19.99,paid,19.99,True
54,3,Pro,19.99,paid,19.99,True
54,4,Pro,19.99,paid,19.99,True
54,5,Pro,19.99,churned,0.0,False
54,6,Pro,19.99,churned,0.0,False
54,7,Pro,19.99,churned,0.0,False
54,8,Pro,19.99,churned,0.0,False
54,9,Pro,19.99,churned,0.0,False
54,10,Pro,19.99,churned,0.0,False
54,11,Pro,19.99,churned,0.0,False
54,12,Pro,19.99,churned,0.0,False
55,1,Pro,19.99,paid,19.99,True
55,2,Pro,19.99,paid,19.99,True
55,3,Pro,19.99,paid,19.99,True
